CM,tau
0.2884,0.348589674
0.2885,0.348800348
0.2886,0.349011194
0.2887,0.349222211
0.2888,0.3494334
0.2889,0.34964476
0.289,0.349856292
0.2891,0.350067997
0.2892,0.350279874
0.2893,0.350491925
0.2894,0.350704148
0.2895,0.350916545
0.2896,0.351129115
0.2897,0.351341859
0.2898,0.351554778
0.2899,0.35176787
0.29,0.351981138
0.2901,0.35219458
0.2902,0.352408198
0.2903,0.352621991
0.2904,0.352835959
0.2905,0.353050104
0.2906,0.353264425
0.2907,0.353478922
0.2908,0.353693596
0.2909,0.353908448
0.291,0.354123476
0.2911,0.354338682
0.2912,0.354554066
0.2913,0.354769628
0.2914,0.354985369
0.2915,0.355201288
0.2916,0.355417386
0.2917,0.355633663
0.2918,0.355850119
0.2919,0.356066755
0.292,0.356283572
0.2921,0.356500568
0.2922,0.356717745
0.2923,0.356935103
0.2924,0.357152642
0.2925,0.357370362
0.2926,0.357588264
0.2927,0.357806348
0.2928,0.358024613
0.2929,0.358243062
0.293,0.358461693
0.2931,0.358680507
0.2932,0.358899504
0.2933,0.359118685
0.2934,0.35933805
0.2935,0.359557598
0.2936,0.359777332
0.2937,0.359997249
0.2938,0.360217352
0.2939,0.36043764
0.294,0.360658114
0.2941,0.360878773
0.2942,0.361099618
0.2943,0.36132065
0.2944,0.361541868
0.2945,0.361763274
0.2946,0.361984866
0.2947,0.362206646
0.2948,0.362428614
0.2949,0.36265077
0.295,0.362873114
0.2951,0.363095646
0.2952,0.363318368
0.2953,0.363541279
0.2954,0.363764379
0.2955,0.363987669
0.2956,0.36421115
0.2957,0.36443482
0.2958,0.364658681
0.2959,0.364882734
0.296,0.365106977
0.2961,0.365331412
0.2962,0.365556039
0.2963,0.365780858
0.2964,0.366005869
0.2965,0.366231073
0.2966,0.36645647
0.2967,0.36668206
0.2968,0.366907844
0.2969,0.367133822
0.297,0.367359994
0.2971,0.36758636
0.2972,0.367812922
0.2973,0.368039678
0.2974,0.36826663
0.2975,0.368493777
0.2976,0.36872112
0.2977,0.36894866
0.2978,0.369176396
0.2979,0.36940433
0.298,0.36963246
0.2981,0.369860788
0.2982,0.370089313
0.2983,0.370318037
0.2984,0.370546959
0.2985,0.37077608
0.2986,0.3710054
0.2987,0.37123492
0.2988,0.371464639
0.2989,0.371694557
0.299,0.371924677
0.2991,0.372154996
0.2992,0.372385517
0.2993,0.372616239
0.2994,0.372847162
0.2995,0.373078287
0.2996,0.373309614
0.2997,0.373541144
0.2998,0.373772877
0.2999,0.374004812
0.3,0.374236951
0.3001,0.374469294
0.3002,0.374701841
0.3003,0.374934592
0.3004,0.375167547
0.3005,0.375400708
0.3006,0.375634074
0.3007,0.375867645
0.3008,0.376101423
0.3009,0.376335407
0.301,0.376569597
0.3011,0.376803994
0.3012,0.377038599
0.3013,0.377273411
0.3014,0.377508431
0.3015,0.377743659
0.3016,0.377979096
0.3017,0.378214741
0.3018,0.378450596
0.3019,0.37868666
0.302,0.378922934
0.3021,0.379159418
0.3022,0.379396113
0.3023,0.379633018
0.3024,0.379870135
0.3025,0.380107463
0.3026,0.380345003
0.3027,0.380582755
0.3028,0.38082072
0.3029,0.381058897
0.303,0.381297288
0.3031,0.381535892
0.3032,0.38177471
0.3033,0.382013742
0.3034,0.382252989
0.3035,0.38249245
0.3036,0.382732127
0.3037,0.382972019
0.3038,0.383212127
0.3039,0.383452451
0.304,0.383692991
0.3041,0.383933749
0.3042,0.384174724
0.3043,0.384415916
0.3044,0.384657326
0.3045,0.384898955
0.3046,0.385140802
0.3047,0.385382868
0.3048,0.385625154
0.3049,0.385867659
0.305,0.386110384
0.3051,0.386353329
0.3052,0.386596495
0.3053,0.386839882
0.3054,0.387083491
0.3055,0.387327321
0.3056,0.387571373
0.3057,0.387815648
0.3058,0.388060146
0.3059,0.388304866
0.306,0.388549811
0.3061,0.388794979
0.3062,0.389040371
0.3063,0.389285988
0.3064,0.38953183
0.3065,0.389777897
0.3066,0.39002419
0.3067,0.390270709
0.3068,0.390517455
0.3069,0.390764427
0.307,0.391011626
0.3071,0.391259053
0.3072,0.391506707
0.3073,0.39175459
0.3074,0.392002701
0.3075,0.392251041
0.3076,0.392499611
0.3077,0.39274841
0.3078,0.39299744
0.3079,0.393246699
0.308,0.39349619
0.3081,0.393745911
0.3082,0.393995865
0.3083,0.39424605
0.3084,0.394496467
0.3085,0.394747117
0.3086,0.394998
0.3087,0.395249117
0.3088,0.395500467
0.3089,0.395752051
0.309,0.39600387
0.3091,0.396255924
0.3092,0.396508213
0.3093,0.396760738
0.3094,0.397013499
0.3095,0.397266496
0.3096,0.39751973
0.3097,0.397773201
0.3098,0.39802691
0.3099,0.398280857
0.31,0.398535042
0.3101,0.398789466
0.3102,0.399044129
0.3103,0.399299032
0.3104,0.399554175
0.3105,0.399809557
0.3106,0.400065181
0.3107,0.400321046
0.3108,0.400577152
0.3109,0.4008335
0.311,0.40109009
0.3111,0.401346923
0.3112,0.401603999
0.3113,0.401861318
0.3114,0.402118881
0.3115,0.402376689
0.3116,0.402634741
0.3117,0.402893038
0.3118,0.403151581
0.3119,0.403410369
0.312,0.403669404
0.3121,0.403928686
0.3122,0.404188214
0.3123,0.40444799
0.3124,0.404708014
0.3125,0.404968286
0.3126,0.405228807
0.3127,0.405489577
0.3128,0.405750596
0.3129,0.406011865
0.313,0.406273385
0.3131,0.406535155
0.3132,0.406797177
0.3133,0.40705945
0.3134,0.407321975
0.3135,0.407584752
0.3136,0.407847783
0.3137,0.408111066
0.3138,0.408374603
0.3139,0.408638395
0.314,0.40890244
0.3141,0.409166741
0.3142,0.409431297
0.3143,0.409696109
0.3144,0.409961177
0.3145,0.410226501
0.3146,0.410492082
0.3147,0.410757921
0.3148,0.411024018
0.3149,0.411290373
0.315,0.411556987
0.3151,0.41182386
0.3152,0.412090993
0.3153,0.412358386
0.3154,0.412626039
0.3155,0.412893953
0.3156,0.413162128
0.3157,0.413430565
0.3158,0.413699265
0.3159,0.413968226
0.316,0.414237452
0.3161,0.41450694
0.3162,0.414776693
0.3163,0.415046709
0.3164,0.415316991
0.3165,0.415587538
0.3166,0.415858351
0.3167,0.41612943
0.3168,0.416400775
0.3169,0.416672388
0.317,0.416944268
0.3171,0.417216416
0.3172,0.417488833
0.3173,0.417761518
0.3174,0.418034473
0.3175,0.418307697
0.3176,0.418581192
0.3177,0.418854957
0.3178,0.419128994
0.3179,0.419403302
0.318,0.419677882
0.3181,0.419952734
0.3182,0.42022786
0.3183,0.420503259
0.3184,0.420778932
0.3185,0.421054879
0.3186,0.421331101
0.3187,0.421607598
0.3188,0.421884371
0.3189,0.42216142
0.319,0.422438746
0.3191,0.422716349
0.3192,0.42299423
0.3193,0.423272389
0.3194,0.423550826
0.3195,0.423829543
0.3196,0.424108538
0.3197,0.424387814
0.3198,0.424667371
0.3199,0.424947208
0.32,0.425227326
0.3201,0.425507727
0.3202,0.42578841
0.3203,0.426069376
0.3204,0.426350625
0.3205,0.426632158
0.3206,0.426913975
0.3207,0.427196077
0.3208,0.427478464
0.3209,0.427761137
0.321,0.428044096
0.3211,0.428327342
0.3212,0.428610876
0.3213,0.428894696
0.3214,0.429178806
0.3215,0.429463204
0.3216,0.429747891
0.3217,0.430032867
0.3218,0.430318134
0.3219,0.430603692
0.322,0.430889541
0.3221,0.431175682
0.3222,0.431462114
0.3223,0.43174884
0.3224,0.432035859
0.3225,0.432323171
0.3226,0.432610778
0.3227,0.432898679
0.3228,0.433186876
0.3229,0.433475368
0.323,0.433764157
0.3231,0.434053242
0.3232,0.434342625
0.3233,0.434632305
0.3234,0.434922284
0.3235,0.435212561
0.3236,0.435503138
0.3237,0.435794015
0.3238,0.436085192
0.3239,0.43637667
0.324,0.43666845
0.3241,0.436960531
0.3242,0.437252915
0.3243,0.437545602
0.3244,0.437838593
0.3245,0.438131887
0.3246,0.438425487
0.3247,0.438719391
0.3248,0.439013601
0.3249,0.439308117
0.325,0.43960294
0.3251,0.43989807
0.3252,0.440193508
0.3253,0.440489254
0.3254,0.440785309
0.3255,0.441081674
0.3256,0.441378348
0.3257,0.441675333
0.3258,0.441972629
0.3259,0.442270237
0.326,0.442568157
0.3261,0.442866389
0.3262,0.443164935
0.3263,0.443463794
0.3264,0.443762968
0.3265,0.444062456
0.3266,0.444362261
0.3267,0.444662381
0.3268,0.444962817
0.3269,0.445263571
0.327,0.445564643
0.3271,0.445866032
0.3272,0.446167741
0.3273,0.446469769
0.3274,0.446772116
0.3275,0.447074785
0.3276,0.447377774
0.3277,0.447681085
0.3278,0.447984718
0.3279,0.448288674
0.328,0.448592953
0.3281,0.448897556
0.3282,0.449202484
0.3283,0.449507737
0.3284,0.449813315
0.3285,0.450119219
0.3286,0.450425451
0.3287,0.45073201
0.3288,0.451038896
0.3289,0.451346112
0.329,0.451653656
0.3291,0.45196153
0.3292,0.452269735
0.3293,0.45257827
0.3294,0.452887137
0.3295,0.453196336
0.3296,0.453505867
0.3297,0.453815732
0.3298,0.454125931
0.3299,0.454436464
0.33,0.454747332
0.3301,0.455058536
0.3302,0.455370077
0.3303,0.455681954
0.3304,0.455994168
0.3305,0.456306721
0.3306,0.456619613
0.3307,0.456932843
0.3308,0.457246414
0.3309,0.457560325
0.331,0.457874578
0.3311,0.458189172
0.3312,0.458504108
0.3313,0.458819388
0.3314,0.459135011
0.3315,0.459450978
0.3316,0.45976729
0.3317,0.460083948
0.3318,0.460400952
0.3319,0.460718302
0.332,0.461036
0.3321,0.461354046
0.3322,0.46167244
0.3323,0.461991184
0.3324,0.462310278
0.3325,0.462629722
0.3326,0.462949517
0.3327,0.463269664
0.3328,0.463590164
0.3329,0.463911017
0.333,0.464232223
0.3331,0.464553784
0.3332,0.4648757
0.3333,0.465197971
0.3334,0.465520599
0.3335,0.465843584
0.3336,0.466166927
0.3337,0.466490627
0.3338,0.466814687
0.3339,0.467139106
0.334,0.467463886
0.3341,0.467789026
0.3342,0.468114528
0.3343,0.468440393
0.3344,0.46876662
0.3345,0.46909321
0.3346,0.469420165
0.3347,0.469747485
0.3348,0.470075171
0.3349,0.470403223
0.335,0.470731641
0.3351,0.471060428
0.3352,0.471389582
0.3353,0.471719106
0.3354,0.472048999
0.3355,0.472379262
0.3356,0.472709897
0.3357,0.473040903
0.3358,0.473372282
0.3359,0.473704034
0.336,0.474036159
0.3361,0.474368659
0.3362,0.474701534
0.3363,0.475034785
0.3364,0.475368413
0.3365,0.475702418
0.3366,0.476036801
0.3367,0.476371562
0.3368,0.476706703
0.3369,0.477042224
0.337,0.477378126
0.3371,0.477714409
0.3372,0.478051074
0.3373,0.478388123
0.3374,0.478725555
0.3375,0.479063371
0.3376,0.479401573
0.3377,0.47974016
0.3378,0.480079133
0.3379,0.480418494
0.338,0.480758243
0.3381,0.481098381
0.3382,0.481438908
0.3383,0.481779825
0.3384,0.482121134
0.3385,0.482462833
0.3386,0.482804925
0.3387,0.483147411
0.3388,0.48349029
0.3389,0.483833563
0.339,0.484177232
0.3391,0.484521297
0.3392,0.484865759
0.3393,0.485210619
0.3394,0.485555877
0.3395,0.485901534
0.3396,0.48624759
0.3397,0.486594048
0.3398,0.486940906
0.3399,0.487288167
0.34,0.487635831
0.3401,0.487983898
0.3402,0.48833237
0.3403,0.488681247
0.3404,0.489030529
0.3405,0.489380219
0.3406,0.489730316
0.3407,0.490080821
0.3408,0.490431736
0.3409,0.49078306
0.341,0.491134795
0.3411,0.491486941
0.3412,0.4918395
0.3413,0.492192471
0.3414,0.492545856
0.3415,0.492899656
0.3416,0.493253871
0.3417,0.493608502
0.3418,0.49396355
0.3419,0.494319016
0.342,0.4946749
0.3421,0.495031204
0.3422,0.495387928
0.3423,0.495745073
0.3424,0.49610264
0.3425,0.496460629
0.3426,0.496819042
0.3427,0.497177879
0.3428,0.49753714
0.3429,0.497896828
0.343,0.498256943
0.3431,0.498617485
0.3432,0.498978455
0.3433,0.499339854
0.3434,0.499701684
0.3435,0.500063944
0.3436,0.500426636
0.3437,0.50078976
0.3438,0.501153318
0.3439,0.50151731
0.344,0.501881737
0.3441,0.5022466
0.3442,0.502611899
0.3443,0.502977636
0.3444,0.503343812
0.3445,0.503710427
0.3446,0.504077482
0.3447,0.504444978
0.3448,0.504812915
0.3449,0.505181296
0.345,0.50555012
0.3451,0.505919388
0.3452,0.506289102
0.3453,0.506659262
0.3454,0.507029869
0.3455,0.507400924
0.3456,0.507772428
0.3457,0.508144382
0.3458,0.508516786
0.3459,0.508889642
0.346,0.50926295
0.3461,0.509636711
0.3462,0.510010926
0.3463,0.510385597
0.3464,0.510760723
0.3465,0.511136306
0.3466,0.511512347
0.3467,0.511888847
0.3468,0.512265806
0.3469,0.512643225
0.347,0.513021106
0.3471,0.51339945
0.3472,0.513778256
0.3473,0.514157527
0.3474,0.514537262
0.3475,0.514917464
0.3476,0.515298132
0.3477,0.515679269
0.3478,0.516060874
0.3479,0.516442948
0.348,0.516825494
0.3481,0.517208511
0.3482,0.517592
0.3483,0.517975963
0.3484,0.5183604
0.3485,0.518745313
0.3486,0.519130702
0.3487,0.519516568
0.3488,0.519902912
0.3489,0.520289736
0.349,0.520677039
0.3491,0.521064824
0.3492,0.521453091
0.3493,0.52184184
0.3494,0.522231074
0.3495,0.522620793
0.3496,0.523010997
0.3497,0.523401689
0.3498,0.523792868
0.3499,0.524184537
0.35,0.524576695
0.3501,0.524969344
0.3502,0.525362485
0.3503,0.525756118
0.3504,0.526150246
0.3505,0.526544868
0.3506,0.526939986
0.3507,0.527335601
0.3508,0.527731714
0.3509,0.528128326
0.351,0.528525438
0.3511,0.52892305
0.3512,0.529321165
0.3513,0.529719782
0.3514,0.530118903
0.3515,0.53051853
0.3516,0.530918662
0.3517,0.531319301
0.3518,0.531720449
0.3519,0.532122105
0.352,0.532524272
0.3521,0.53292695
0.3522,0.53333014
0.3523,0.533733843
0.3524,0.534138061
0.3525,0.534542794
0.3526,0.534948044
0.3527,0.535353811
0.3528,0.535760097
0.3529,0.536166902
0.353,0.536574228
0.3531,0.536982076
0.3532,0.537390447
0.3533,0.537799342
0.3534,0.538208761
0.3535,0.538618707
0.3536,0.53902918
0.3537,0.539440182
0.3538,0.539851712
0.3539,0.540263773
0.354,0.540676366
0.3541,0.541089492
0.3542,0.541503151
0.3543,0.541917345
0.3544,0.542332075
0.3545,0.542747342
0.3546,0.543163147
0.3547,0.543579492
0.3548,0.543996377
0.3549,0.544413804
0.355,0.544831774
0.3551,0.545250287
0.3552,0.545669346
0.3553,0.54608895
0.3554,0.546509102
0.3555,0.546929802
0.3556,0.547351052
0.3557,0.547772852
0.3558,0.548195205
0.3559,0.54861811
0.356,0.549041569
0.3561,0.549465584
0.3562,0.549890156
0.3563,0.550315285
0.3564,0.550740973
0.3565,0.551167221
0.3566,0.55159403
0.3567,0.552021402
0.3568,0.552449337
0.3569,0.552877837
0.357,0.553306903
0.3571,0.553736536
0.3572,0.554166738
0.3573,0.554597509
0.3574,0.555028851
0.3575,0.555460764
0.3576,0.555893251
0.3577,0.556326313
0.3578,0.55675995
0.3579,0.557194164
0.358,0.557628956
0.3581,0.558064327
0.3582,0.558500279
0.3583,0.558936813
0.3584,0.55937393
0.3585,0.559811631
0.3586,0.560249918
0.3587,0.560688791
0.3588,0.561128252
0.3589,0.561568303
0.359,0.562008944
0.3591,0.562450177
0.3592,0.562892003
0.3593,0.563334424
0.3594,0.56377744
0.3595,0.564221053
0.3596,0.564665264
0.3597,0.565110075
0.3598,0.565555487
0.3599,0.5660015
0.36,0.566448117
0.3601,0.566895339
0.3602,0.567343167
0.3603,0.567791602
0.3604,0.568240645
0.3605,0.568690299
0.3606,0.569140563
0.3607,0.569591441
0.3608,0.570042932
0.3609,0.570495038
0.361,0.570947761
0.3611,0.571401102
0.3612,0.571855062
0.3613,0.572309643
0.3614,0.572764846
0.3615,0.573220672
0.3616,0.573677123
0.3617,0.574134199
0.3618,0.574591903
0.3619,0.575050236
0.362,0.575509199
0.3621,0.575968794
0.3622,0.576429021
0.3623,0.576889883
0.3624,0.57735138
0.3625,0.577813515
0.3626,0.578276288
0.3627,0.578739701
0.3628,0.579203755
0.3629,0.579668452
0.363,0.580133793
0.3631,0.580599779
0.3632,0.581066413
0.3633,0.581533694
0.3634,0.582001626
0.3635,0.582470209
0.3636,0.582939445
0.3637,0.583409334
0.3638,0.58387988
0.3639,0.584351082
0.364,0.584822943
0.3641,0.585295464
0.3642,0.585768646
0.3643,0.586242491
0.3644,0.586717001
0.3645,0.587192176
0.3646,0.587668019
0.3647,0.588144531
0.3648,0.588621713
0.3649,0.589099566
0.365,0.589578093
0.3651,0.590057295
0.3652,0.590537174
0.3653,0.59101773
0.3654,0.591498965
0.3655,0.591980881
0.3656,0.59246348
0.3657,0.592946763
0.3658,0.593430731
0.3659,0.593915386
0.366,0.59440073
0.3661,0.594886764
0.3662,0.595373489
0.3663,0.595860908
0.3664,0.596349022
0.3665,0.596837832
0.3666,0.59732734
0.3667,0.597817547
0.3668,0.598308456
0.3669,0.598800067
0.367,0.599292383
0.3671,0.599785404
0.3672,0.600279133
0.3673,0.600773571
0.3674,0.60126872
0.3675,0.601764581
0.3676,0.602261156
0.3677,0.602758447
0.3678,0.603256455
0.3679,0.603755182
0.368,0.604254629
0.3681,0.604754798
0.3682,0.605255691
0.3683,0.60575731
0.3684,0.606259656
0.3685,0.60676273
0.3686,0.607266535
0.3687,0.607771072
0.3688,0.608276343
0.3689,0.60878235
0.369,0.609289093
0.3691,0.609796576
0.3692,0.610304799
0.3693,0.610813764
0.3694,0.611323474
0.3695,0.611833929
0.3696,0.612345131
0.3697,0.612857083
0.3698,0.613369786
0.3699,0.613883241
0.37,0.614397451
0.3701,0.614912417
0.3702,0.61542814
0.3703,0.615944624
0.3704,0.616461869
0.3705,0.616979877
0.3706,0.61749865
0.3707,0.61801819
0.3708,0.618538498
0.3709,0.619059577
0.371,0.619581428
0.3711,0.620104053
0.3712,0.620627453
0.3713,0.621151632
0.3714,0.621676589
0.3715,0.622202328
0.3716,0.62272885
0.3717,0.623256157
0.3718,0.62378425
0.3719,0.624313133
0.372,0.624842805
0.3721,0.62537327
0.3722,0.625904529
0.3723,0.626436585
0.3724,0.626969438
0.3725,0.627503091
0.3726,0.628037545
0.3727,0.628572804
0.3728,0.629108868
0.3729,0.629645739
0.373,0.630183419
0.3731,0.630721911
0.3732,0.631261216
0.3733,0.631801337
0.3734,0.632342274
0.3735,0.63288403
0.3736,0.633426607
0.3737,0.633970007
0.3738,0.634514232
0.3739,0.635059284
0.374,0.635605165
0.3741,0.636151877
0.3742,0.636699421
0.3743,0.6372478
0.3744,0.637797016
0.3745,0.638347071
0.3746,0.638897966
0.3747,0.639449705
0.3748,0.640002288
0.3749,0.640555718
0.375,0.641109997
0.3751,0.641665128
0.3752,0.642221111
0.3753,0.642777949
0.3754,0.643335645
0.3755,0.643894199
0.3756,0.644453615
0.3757,0.645013895
0.3758,0.64557504
0.3759,0.646137052
0.376,0.646699935
0.3761,0.647263689
0.3762,0.647828317
0.3763,0.648393821
0.3764,0.648960204
0.3765,0.649527466
0.3766,0.650095612
0.3767,0.650664641
0.3768,0.651234558
0.3769,0.651805364
0.377,0.652377061
0.3771,0.652949651
0.3772,0.653523137
0.3773,0.65409752
0.3774,0.654672804
0.3775,0.655248989
0.3776,0.655826079
0.3777,0.656404076
0.3778,0.656982981
0.3779,0.657562798
0.378,0.658143528
0.3781,0.658725173
0.3782,0.659307736
0.3783,0.65989122
0.3784,0.660475625
0.3785,0.661060956
0.3786,0.661647213
0.3787,0.6622344
0.3788,0.662822518
0.3789,0.66341157
0.379,0.664001558
0.3791,0.664592485
0.3792,0.665184353
0.3793,0.665777164
0.3794,0.666370921
0.3795,0.666965625
0.3796,0.66756128
0.3797,0.668157887
0.3798,0.66875545
0.3799,0.66935397
0.38,0.66995345
0.3801,0.670553892
0.3802,0.671155299
0.3803,0.671757673
0.3804,0.672361017
0.3805,0.672965333
0.3806,0.673570623
0.3807,0.67417689
0.3808,0.674784136
0.3809,0.675392364
0.381,0.676001577
0.3811,0.676611776
0.3812,0.677222965
0.3813,0.677835145
0.3814,0.67844832
0.3815,0.679062492
0.3816,0.679677663
0.3817,0.680293837
0.3818,0.680911014
0.3819,0.681529199
0.382,0.682148393
0.3821,0.6827686
0.3822,0.683389821
0.3823,0.68401206
0.3824,0.684635319
0.3825,0.6852596
0.3826,0.685884907
0.3827,0.686511241
0.3828,0.687138606
0.3829,0.687767004
0.383,0.688396438
0.3831,0.68902691
0.3832,0.689658424
0.3833,0.690290981
0.3834,0.690924585
0.3835,0.691559238
0.3836,0.692194943
0.3837,0.692831703
0.3838,0.69346952
0.3839,0.694108397
0.384,0.694748337
0.3841,0.695389342
0.3842,0.696031416
0.3843,0.696674562
0.3844,0.697318781
0.3845,0.697964077
0.3846,0.698610452
0.3847,0.69925791
0.3848,0.699906453
0.3849,0.700556084
0.385,0.701206806
0.3851,0.701858622
0.3852,0.702511535
0.3853,0.703165547
0.3854,0.703820661
0.3855,0.704476881
0.3856,0.705134208
0.3857,0.705792647
0.3858,0.7064522
0.3859,0.70711287
0.386,0.70777466
0.3861,0.708437572
0.3862,0.709101611
0.3863,0.709766778
0.3864,0.710433077
0.3865,0.711100511
0.3866,0.711769083
0.3867,0.712438795
0.3868,0.713109652
0.3869,0.713781655
0.387,0.714454808
0.3871,0.715129115
0.3872,0.715804577
0.3873,0.716481199
0.3874,0.717158982
0.3875,0.717837932
0.3876,0.718518049
0.3877,0.719199339
0.3878,0.719881803
0.3879,0.720565445
0.388,0.721250268
0.3881,0.721936275
0.3882,0.72262347
0.3883,0.723311856
0.3884,0.724001435
0.3885,0.724692211
0.3886,0.725384188
0.3887,0.726077368
0.3888,0.726771755
0.3889,0.727467352
0.389,0.728164163
0.3891,0.72886219
0.3892,0.729561437
0.3893,0.730261907
0.3894,0.730963604
0.3895,0.731666531
0.3896,0.732370691
0.3897,0.733076088
0.3898,0.733782724
0.3899,0.734490604
0.39,0.735199731
0.3901,0.735910108
0.3902,0.736621739
0.3903,0.737334626
0.3904,0.738048774
0.3905,0.738764187
0.3906,0.739480866
0.3907,0.740198817
0.3908,0.740918042
0.3909,0.741638544
0.391,0.742360329
0.3911,0.743083398
0.3912,0.743807756
0.3913,0.744533406
0.3914,0.745260352
0.3915,0.745988596
0.3916,0.746718144
0.3917,0.747448999
0.3918,0.748181163
0.3919,0.748914641
0.392,0.749649437
0.3921,0.750385554
0.3922,0.751122995
0.3923,0.751861765
0.3924,0.752601867
0.3925,0.753343306
0.3926,0.754086083
0.3927,0.754830205
0.3928,0.755575673
0.3929,0.756322492
0.393,0.757070666
0.3931,0.757820199
0.3932,0.758571094
0.3933,0.759323355
0.3934,0.760076987
0.3935,0.760831992
0.3936,0.761588375
0.3937,0.76234614
0.3938,0.763105291
0.3939,0.763865831
0.394,0.764627764
0.3941,0.765391095
0.3942,0.766155828
0.3943,0.766921965
0.3944,0.767689513
0.3945,0.768458473
0.3946,0.769228851
0.3947,0.770000651
0.3948,0.770773876
0.3949,0.771548531
0.395,0.77232462
0.3951,0.773102146
0.3952,0.773881114
0.3953,0.774661529
0.3954,0.775443394
0.3955,0.776226713
0.3956,0.777011491
0.3957,0.777797731
0.3958,0.778585439
0.3959,0.779374618
0.396,0.780165272
0.3961,0.780957406
0.3962,0.781751025
0.3963,0.782546131
0.3964,0.783342731
0.3965,0.784140827
0.3966,0.784940425
0.3967,0.785741528
0.3968,0.786544142
0.3969,0.78734827
0.397,0.788153918
0.3971,0.788961088
0.3972,0.789769786
0.3973,0.790580017
0.3974,0.791391785
0.3975,0.792205094
0.3976,0.793019948
0.3977,0.793836353
0.3978,0.794654313
0.3979,0.795473833
0.398,0.796294916
0.3981,0.797117568
0.3982,0.797941794
0.3983,0.798767598
0.3984,0.799594984
0.3985,0.800423957
0.3986,0.801254523
0.3987,0.802086685
0.3988,0.802920449
0.3989,0.80375582
0.399,0.804592801
0.3991,0.805431398
0.3992,0.806271616
0.3993,0.807113459
0.3994,0.807956933
0.3995,0.808802041
0.3996,0.80964879
0.3997,0.810497184
0.3998,0.811347228
0.3999,0.812198927
0.4,0.813052286
0.4001,0.813907309
0.4002,0.814764003
0.4003,0.815622371
0.4004,0.81648242
0.4005,0.817344153
0.4006,0.818207577
0.4007,0.819072696
0.4008,0.819939515
0.4009,0.82080804
0.401,0.821678276
0.4011,0.822550227
0.4012,0.8234239
0.4013,0.824299299
0.4014,0.825176429
0.4015,0.826055297
0.4016,0.826935907
0.4017,0.827818264
0.4018,0.828702374
0.4019,0.829588243
0.402,0.830475875
0.4021,0.831365276
0.4022,0.832256452
0.4023,0.833149408
0.4024,0.834044149
0.4025,0.834940681
0.4026,0.835839009
0.4027,0.83673914
0.4028,0.837641078
0.4029,0.838544829
0.403,0.839450399
0.4031,0.840357793
0.4032,0.841267018
0.4033,0.842178078
0.4034,0.84309098
0.4035,0.844005729
0.4036,0.84492233
0.4037,0.845840791
0.4038,0.846761116
0.4039,0.847683312
0.404,0.848607383
0.4041,0.849533337
0.4042,0.850461179
0.4043,0.851390915
0.4044,0.852322551
0.4045,0.853256092
0.4046,0.854191545
0.4047,0.855128917
0.4048,0.856068212
0.4049,0.857009437
0.405,0.857952598
0.4051,0.858897702
0.4052,0.859844754
0.4053,0.86079376
0.4054,0.861744728
0.4055,0.862697662
0.4056,0.86365257
0.4057,0.864609457
0.4058,0.86556833
0.4059,0.866529195
0.406,0.867492059
0.4061,0.868456927
0.4062,0.869423807
0.4063,0.870392705
0.4064,0.871363627
0.4065,0.87233658
0.4066,0.873311571
0.4067,0.874288605
0.4068,0.87526769
0.4069,0.876248832
0.407,0.877232037
0.4071,0.878217313
0.4072,0.879204666
0.4073,0.880194103
0.4074,0.881185631
0.4075,0.882179256
0.4076,0.883174985
0.4077,0.884172825
0.4078,0.885172783
0.4079,0.886174866
0.408,0.88717908
0.4081,0.888185434
0.4082,0.889193933
0.4083,0.890204585
0.4084,0.891217397
0.4085,0.892232375
0.4086,0.893249528
0.4087,0.894268862
0.4088,0.895290384
0.4089,0.896314101
0.409,0.897340022
0.4091,0.898368153
0.4092,0.899398501
0.4093,0.900431073
0.4094,0.901465878
0.4095,0.902502923
0.4096,0.903542214
0.4097,0.90458376
0.4098,0.905627568
0.4099,0.906673645
0.41,0.907721999
0.4101,0.908772638
0.4102,0.90982557
0.4103,0.910880801
0.4104,0.91193834
0.4105,0.912998194
0.4106,0.914060372
0.4107,0.91512488
0.4108,0.916191728
0.4109,0.917260922
0.411,0.91833247
0.4111,0.919406382
0.4112,0.920482664
0.4113,0.921561325
0.4114,0.922642372
0.4115,0.923725814
0.4116,0.924811659
0.4117,0.925899915
0.4118,0.926990591
0.4119,0.928083693
0.412,0.929179232
0.4121,0.930277215
0.4122,0.931377651
0.4123,0.932480547
0.4124,0.933585913
0.4125,0.934693756
0.4126,0.935804086
0.4127,0.936916911
0.4128,0.938032239
0.4129,0.939150079
0.413,0.94027044
0.4131,0.941393331
0.4132,0.942518759
0.4133,0.943646735
0.4134,0.944777267
0.4135,0.945910363
0.4136,0.947046033
0.4137,0.948184285
0.4138,0.949325129
0.4139,0.950468574
0.414,0.951614628
0.4141,0.952763302
0.4142,0.953914603
0.4143,0.955068541
0.4144,0.956225126
0.4145,0.957384366
0.4146,0.958546272
0.4147,0.959710852
0.4148,0.960878116
0.4149,0.962048073
0.415,0.963220733
0.4151,0.964396106
0.4152,0.9655742
0.4153,0.966755027
0.4154,0.967938594
0.4155,0.969124913
0.4156,0.970313992
0.4157,0.971505842
0.4158,0.972700473
0.4159,0.973897895
0.416,0.975098116
0.4161,0.976301149
0.4162,0.977507002
0.4163,0.978715685
0.4164,0.97992721
0.4165,0.981141585
0.4166,0.982358822
0.4167,0.983578931
